message_id,text,difficulty_bucket,true_intent,true_escalate,llm_pred_intent,agent_escalate,agent_draft_reply,agent_escalation_reason,agent_grounding_summary,judge_accuracy,judge_relevance,judge_tone,judge_escalation_judgment,judge_overall,judge_notes
1595790,@XboxSupport I spent 60$ on a game that doesn't even work half of the damn time. Can always count on xbox for having shitty servers.,edge,network_connectivity,True,network_connectivity,True,"[Customer] Hi there! The proper teams are currently hard at work getting this sorted out: https://t.co/dG2dbIAHPz 
 ^BL","The customer's message includes a specific monetary complaint ($60 spent) and severe performance issues. The provided grounding example with high similarity only addresses a general game not working (possibly crash/bug), but the second example (lower similarity) indicates that non-working paid games often require a human agent for refund processing. Since the issue involves potential financial recourse and the draft reply ignores the monetary aspect by giving a generic link, it is safer to escalate.","@480222 Hi there! The proper teams are currently hard at work getting this sorte; @294927 Hello! For refund inquiries, you will need to reach out chat support her",5.0,3.0,4.0,5.0,4.0,"The draft relies on a truncated and typos-ridden grounding example ('sorte'), but correctly triggers escalation to handle the implicit refund demand."
2142683,"@XboxSupport Hey when I go to add an existing account to my Xbox, it doesn't let me and forces me to use that email address to make a new account",typical,account_data_issue,True,account_data_issue,False,"We'd be happy to help, but we could use more info. Could you follow &amp; DM @Xboxsupport with your Gamertag &amp; some details? ^EZ","The grounding example with the highest similarity (0.33) involves a technical restriction on uninstalling a game, which resulted in the exact same response used in the draft (requesting Gamertag and details via DM). This is a standard triage protocol for Xbox support to gather account verification information before troubleshooting. The issue does not involve direct financial transactions or immediate security breaches that would require higher-level human intervention at the first contact.","@152375 Hey there, you can find out more about that process here: https://t.co/J; @514407 We'd be happy to help, but we could use more info. Could you follow &amp",5.0,4.0,5.0,5.0,4.0,"The reply is a standard deflection to DMs that accurately mirrors the grounding examples, though it fails to proactively address the specific account-merging restriction mentioned in the customer's message."
1103261,"@XboxSupport hi, i have only 10sec to login to my internet builing network before the xbox starts testing the connexion. How can i fix this?",ambiguous,network_connectivity,False,network_connectivity,False,"@[username] Hi there, please try the steps here: https://xbox.com/en-US/help/troubleshoot/series-xs-xbox/network-issues to see if they can help. ^ZM","The customer's issue is a standard network connectivity problem, which does not involve money or account security. The drafted reply provides a specific, relevant troubleshooting link for Xbox network issues, consistent with the brand's past behavior of linking to help articles. Although the grounding examples have low similarity scores, the draft is logically accurate for the stated intent and does not contain contradictory or unsafe information.","@375561 Hi there, please try the steps here: https://t.co/s2vmd2mQRK to see if t; @544099 That code isn't attached to a specific issue currently. What exactly are",1.0,2.0,4.0,4.0,2.0,"The AI hallucinated a specific URL that does not appear in the grounding examples, violating the accuracy constraint of not inventing policy or links."
1708141,@XboxSupport any reason when I’m in a party I get booted and it says Party Encountered An Error Iv hard reset Xbox and reset WiFi,typical,network_connectivity,True,network_connectivity,True, @{handle} team here: https://t.co/lUV7XYl61S they may have some additional options for you to get this resolved. 2 ^XS,"The grounding examples are weak (low similarity scores) and contradictory (one suggests a link/community, another suggests phone support, a third requests a DM for details). The draft appears to be a heuristic template copy from the first example without clear evidence that this specific link is the correct resolution path for current 'Party Error' issues. Given the lack of confidence in the accuracy of the automated solution versus the need for diagnostic detail or phone support indicated by other examples, escalation is required.",@389203 team here: https://t.co/lUV7XYl61S they may have some additional options; @389203 What you will want to do at this point is reach out to our phone  1 ^XS,2.0,3.0,3.0,5.0,3.0,"The response ignores the specific problem details and troubleshooting steps already attempted by the user, resulting in a generic and unhelpful template reply."
1578843,@ATVIAssist @115754 @115766 @115765 for 3 days now I’ve been trying to redeem my pre order code and no one is helping @XboxSupport https://t.co/2e0q0RlD0h,edge,code_activation,True,code_activation,True,Hi there! Thanks for reaching out. Could you please DM us your Gamertag and a bit more summary of the issue you're facing with the code activation? ^JS,"The grounding examples are weak (low similarity scores) and contradictory regarding the procedure. One example indicates the team is already aware of the issue and to wait, while others ask for DM details. The draft does not acknowledge the potential known issue suggested by the higher similarity example, which could frustrate a customer who has already waited 3 days. It constitutes a risk of providing inaccurate or incomplete guidance.",@668008 Hi there! Looks like the proper teams are aware of this https://t.co/fHQ; @488188 Hi there! We're actually an English speaking support channel. To continu,2.0,3.0,4.0,5.0,3.0,"The escalation decision correctly identified that the draft's request for DM details contradicts the grounding example indicating the issue is already known and being handled, which risks frustrating a customer with a 3-day wait."
1706502,@XboxSupport  hello anyone can tell me whats going onniver an hour now waiting to go online and play my game,typical,network_connectivity,True,network_connectivity,True,@customer Sorry to hear you're having trouble connecting! Please DM us your gamer tag and a brief description of the issue so we can assist you. ^RM,"The drafts for similar historical interactions show a high frequency of escalation to live chat teams (similarity 0.28 examples suggest using chat links or deep account/account checks). Furthermore, the customer reports an ongoing issue ('over an hour'), and the provided draft requests the gamer tag but does not offer immediate troubleshooting steps (like the link provided in similarity 0.28 example) or a path to live support. Given the low similarity scores and the potential need for specific account troubleshooting that generic DM requests might miss, this should be escalated to ensure the customer gets the appropriate technical support link or live agent connection.","@802563 Hey, could you direct message us and explain in detail what issue you ar; @160824 Very strange! Let's have you follow the steps here https://t.co/BtdGH8S5",5.0,4.0,5.0,5.0,5.0,"The draft is safe and compliant, though it slightly misses the opportunity to include the specific troubleshooting link found in one of the grounding examples before escalating."
266305,Xbox servers fucked?,ambiguous,network_connectivity,False,network_connectivity,False,"Hi there, Official Xbox Support here. Are you still seeing this? If so could you tweet us more details? We'd love to help. ^IS",The draft matches the brand's actual reply pattern for similar network connectivity issues (specifically the example with 0.50 similarity) and appropriately requests more details without making ungrounded claims.,"@329678 Hi there, to clarify, what games are you referring to in regards to serv; @329678 don't have any news on that but https://t.co/qus8onLJeA and https://t.co",4.0,4.0,3.0,4.0,4.0,"The tone of 'We'd love to help' is slightly mismatched given the customer's aggressive/furious language ('fucked'), and the draft ignores the specific link provided in the grounding which suggests sharing status links is the standard protocol rather than just asking for details."
2654491,@XboxSupport hi was wondering if anything was going on with @138777 refunds I have invested money and time into the game that didn't look like it was shutting down,ambiguous,refund_request,True,refund_request,True,"@138777 Hey there, for all refund requests and cancellations you will want to contact our chat team here: https://t.co/lUV7XYl61S ^XS","The customer expresses concern about a game shutdown or service change ('didn't look like it was shutting down'), which suggests a potential systematic issue or mass refund situation rather than a standard individual purchase cancellation. The most similar grounding example (0.32) actually indicates the issue might be a fixed technical error ('50% icon was a mistake'), making a direct referral to a chat team potentially inaccurate or unhelpful if the 'shutdown' was a display bug. Given the ambiguity of whether the game is actually shutting down or if it's a UI error, and the involvement of financial loss due to a potential systemic change, the draft's accuracy is not confident enough for auto-sending.","@289707 Hey. It looks like that 50% icon was a mistake that we got resolved. Def; @670618 Hey there, for all refund requests and cancellations you will want to co",2.0,3.0,3.0,5.0,3.0,"The draft employs a generic script that ignores the specific context of a potential game shutdown found in the grounding, failing to address the customer's fear of a systemic service change."
1988224,@XboxSupport I can't connect to the bf1 cte please help,typical,network_connectivity,False,network_connectivity,False,"@username Hi there! We'd be happy to help with this. Could you follow us back &amp; DM your GamerTag when you get a chance? 
 ^TJ",The drafted reply accurately mirrors the established pattern for network connectivity issues (specifically the strongest example with 0.64 similarity). It correctly requests the necessary information (GamerTag) via DM without handling sensitive account security details directly in the public thread. The tone and format are consistent with past successful resolutions.,@670565 Hi there! We'd be happy to help with this. Could you follow us back &amp; @445921 Glad to hear! Have a great rest of your day.  ^RR,5.0,4.0,5.0,5.0,4.0,"The reply is excellent and accurately mirrors the grounding; the only minor deduction for relevance is that it does not explicitly acknowledge the specific problem (BF1 CTE) in the public text, relying solely on the template."
1869386,@XboxSupport this is absolutely ridiculous. I've hard reset and tried everything! I hate this. https://t.co/bJy0zGKkDA,edge,other_unclear,True,other_unclear,True,"Hello, we're sorry to hear you are experiencing issues. Since you have already performed a hard reset, please let us know the specific error message or behavior you are seeing so we can assist you further. ^CS","The customer's message is vague ('tried everything', no specific issue described aside from frustration) and includes a link that may contain sensitive information or requires visual context. The classified intent is 'other_unclear'. The provided grounding examples are weak (low similarity, unrelated contexts like blocking users or music) and do not support the specific troubleshooting steps in the draft. Asking for clarification is a safe fallback, but given the lack of specific issue details and the ambiguity of the link, human review is recommended to ensure the customer is not directed incorrectly or that no security/billing issue is hidden in the attached media.","@642132 Hello, make sure to report and block them. Make sure not to respond. We ; @157701 If you are encountering a blank screen, we'd recommend the steps here: h",4.0,5.0,4.0,5.0,4.0,"The reply correctly interprets the vague and frustrated customer message by asking for specific details rather than guessing a solution, and the escalation decision is justified due to the ambiguity and weak grounding."
2138464,"@XboxSupport Hi ! Is it possible to get a refund on a gold membership, after it got renewed ? Thanks",edge,refund_request,True,refund_request,True,@username Hi there! Let's check in with the chat team here: https://t.co/lUV7XYl61S to look into your options. ^BL,"The issue involves a refund request, which pertains to money transactions. Additionally, the provided grounding examples are weak (all similarity scores are below 0.5 and only one is even slightly related to refunds); the draft simply copies a template from a dissimilar query without confirming if a chat link is the correct current procedure for Gold Membership refunds.",@794395 Hi there! Let's check in with the chat team here: https://t.co/lUV7XYl61; @287738 Have you tried resetting your internet source by unplugging it for five ,5.0,4.0,5.0,5.0,5.0,"The draft successfully delegates to the appropriate channel based on the available grounding for a complex transactional request, while the correct decision to escalate acknowledges the limitations of automated handling for refunds."
1132939,@XboxSupport is it possible to order the  limited edition SCUF FORZA ELITE controller in the Netherlands. I can only see it in the usa store,adversarial,how_to_question,False,how_to_question,True,"Hi, unfortunately the SCUF FORZA ELITE limited edition controller is currently exclusive to the US store. You can check availability in other regions with SCUF Gaming directly. ^JS","The grounding examples are weak, irrelevant, and contradictory to the draft's factual claims. The past examples address pre-orders, app snapping, and streaming, none of which validate the specific claim that this controller is exclusively available in the US or confirm that the customer should contact SCUF Gaming directly. Additionally, as a gaming support account, asserting regional exclusivity for a controller they may sell requires high confidence that cannot be derived from the provided low-similarity examples.","@117047 Hi, if you would like to cancel a pre-order, you can reach out to our ch; @456135 Hi there! This is no longer a supported feature. If you would like to se",2.0,3.0,4.0,5.0,3.0,"The draft likely hallucinates specific regional exclusivity and directs the user to a third-party (SCUF) without sufficient grounding, although the decision to escalate was correct."
1852562,@XboxSupport Actually it was October as I was beta testing. It used to update every October. 👍 Can it please be corrected?,typical,other_unclear,False,account_data_issue,True,"@Customer Got it, thank you for clarifying. To help us correct this information on your account, could you please send us your Gamertag via direct message? ^BL
 https://t.co/3ZhVDWKaYU","The similar past examples have very low similarity scores (0.30) and are largely irrelevant to the specific request of correcting historical account data (beta testing dates). Additionally, the instruction explicitly requires escalation for issues involving 'account' security/data, and 'account_data_issue' falls under this category to prevent unauthorized modification of account records.",@254134 into wisp-like things that are actually other players. They can chat and; @254134 That sounds like the in-game feature of other player spirits. While wand,4.0,4.0,5.0,5.0,4.0,"The reply is professionally executed and the escalation decision is excellent, though strictly speaking, a human agent could not directly edit internal beta testing history logs as implied by 'correct this information on your account'."
2796685,@XboxSupport Are the any issues with the multiplayer and single player of the Forza Motorsport 7? Disc and Downloads?,ambiguous,game_crash_bug,False,network_connectivity,False,"@User Heya! This is something that is currently being looked into. If you see any changes on your end please let us know. 
 ^RR","The draft reply directly mirrors the brand's historical response pattern for Forza Motorsport 7 issues (grounding example 1), treating it as a known issue under investigation. The intent is a simple status inquiry about a game's technical stability, which does not involve money, account security, or high-risk topics. The visual similarity and thematic match for the specific game title are sufficient grounds for auto-send.","@179885 Heya! This is something that is currently being looked into. If you see ; @631439 Hi there! Mind clarifying for us the make/model of your TV? Also, have y",5.0,4.0,5.0,5.0,4.0,"The draft ignores the customer's specific questions regarding Disc vs. Download versions, but this is consistent with the provided grounding example which uses a generic 'under investigation' response for similar inquiries."
14228,"@XboxSupport I have no card in the account was on four times in the last two weeks, this is horrible I’ve been a customr since 05 check my account again",typical,account_data_issue,True,account_data_issue,True,Hi there! Thnks for reaching out to us. Can you DM us your gamertag so we can take a look at your account? ^CO,"The customer explicitly mentions billing issues (""no card in the account"") and requests a review of their account history. Financial and account security inquiries generally require verification by a human agent and are not suitable for automated responses that only request basic identifiers like a gamertag.","@262442 Hi there! Thnks for reaching out to us. Can you DM us your gamertag, NAT; @153728 Hi there! Could you go through the steps here https://t.co/6G93cXQpVc fo",5.0,4.0,4.0,5.0,4.0,"The reply accurately follows the grounding but feels generic by ignoring the customer's specific frustration and request for an account review, relying on the escalation flag to handle the complexity."
2855520,@XboxSupport I am unable to play anything that is downloaded currently.,typical,game_crash_bug,False,network_connectivity,True,@Customer Very sorry to hear that! Can you DM us your gamertag and more details on what happens when you try?  ^QZ,"The support category is classified as 'hardware_issue', which typically involves physical components of the console (and thus often warranty or repair policy, which requires human judgment). The drafted reply offers a generic troubleshooting step ('DM us your gamertag'), which is insufficient for potential physical hardware failures. The pre-defined similarity examples are weak (0.47-0.54) and cover unrelated topics (achievements, subscription), failing to provide a strong precedent for this specific hardware complaint. To avoid providing incorrect troubleshooting advice for a potentially broken console, the ticket should be escalated.","@330611 Hello! Recommend trying the steps here: https://t.co/BByT6wSNlH to see i; @304169 Hi there! In this case, let's have you check in with our chat team for s",4.0,2.0,4.0,2.0,3.0,"The escalation decision is flawed because the customer issue is almost certainly a software/technical glitch (unable to play *downloaded* titles) rather than a hardware fault, ignoring the specific similarity evidence provided in the grounding."
669073,@XboxSupport I’ve got an A button on brand new one x controller that doesn’t seem to register every time. What can I do?,typical,hardware_issue,True,hardware_issue,True,"We're sorry to hear about the issue with your controller. Since this is a hardware defect on a new unit, please DM us your Gamertag and proof of purchase so we can look into a warranty exchange for you. ^WW","The grounding examples are weak and irrelevant; they address account enforcement/sales issues rather than hardware defects, providing no context for controller warranty procedures. Consequently, the draft's promise of a 'warranty exchange' is unverified and risks making an inaccurate commitment if specific eligibility checks or troubleshooting steps are required first.",@420402 If eligible you can try submitting a case review. We would be unable to ; @420402 on enforcement actions since we are separate from the Enforcement Team. ,1.0,4.0,4.0,5.0,2.0,"The draft invents a specific 'warranty exchange' procedure and requesting proof of purchase in a public reply, which contradicts the instruction to avoid unverified promises when grounding is missing."
2566324,@XboxSupport need urgent help asap,adversarial,other_unclear,True,other_unclear,False,Hey there! How can we assist you? Please let us know more details. ^RM,"The drafted reply aligns well with the provided grounding examples, which handle vague urgent requests by asking for more details or direct communication. While one example mentions error screenshots, asking for details is a safe and standard first step that covers the general intent without making incorrect assumptions.",@414351 Hi there! Mind sending us a direct message https://t.co/nPX1yNXCi5 with ; @731577 Hello! Would you mind letting us know your gamertag and when you purchas,5.0,5.0,3.0,5.0,4.0,"The reply is functional but generic, failing to leverage the specific 'DM link' or 'gamertag' details present in the grounding examples, which would have been more helpful and brand-consistent."
103508,"@XboxSupport I have a problem When i enter dark souls 3 and load the game it says save data corrupted.
Please  tell me how to fix it",ambiguous,game_crash_bug,True,account_data_issue,False,@customer Hi there! I'm sorry to hear about the save data issue with Dark Souls 3. Could you please DM us your gamertag so we can look into this for you? Here is the direct message link: https://t.co/exampleDM ^RR,"The drafted reply accurately reflects the standard support protocol observed in the grounding examples for data issues (requesting a DM with details/gamertag). It does not involve financial transactions or security risks, and the tone is appropriate.",@491282 Hello! Would you mind letting us know what you are trying to do exactly?; @240389 Official Xbox Support here. Are you still seeing this? If so could you t,2.0,3.0,4.0,2.0,3.0,"The request to DM a gamertag is an invented policy not found in the grounding examples, which focus on clarifying user intent or verifying the issue status directly."
509869,@XboxSupport I checked the other day and there was not,adversarial,other_unclear,True,other_unclear,True,@user Thanks for following up. Could you please clarify what you were checking for? Please DM us your gamertag and a brief description of the issue so we can investigate further. https://t.co/nPX1yNG0Tv ^QZ,"The customer's message is extremely vague ('I checked... and there was not') and lacks context on what is missing. While the draft asks for clarification, the issue likely involves a missing status, code, or item which could be related to account security, billing, or digital property. Given the low similarity of the grounding examples and the potential security/financial implications of unclear 'missing' issues, human review is required to ensure the appropriate verification steps are taken before engaging.","@411734 Thanks for reaching back out, and apologies for missing that reply. Can ; @142880 Hi. So it's not odd for electronics to make noise while plugged in. The ",5.0,4.0,4.0,1.0,3.0,"The escalation decision contradicts the system's action of sending the draft reply; if the decision is to escalate to a human, the automated clarification message should typically be suppressed to wait for the agent, or the decision should have been False to allow the bot to handle the vague query."
2309668,@XboxSupport please help with this,adversarial,other_unclear,True,other_unclear,False,"@customer Hey, can you clarify what it is that you need assistance with? ^RM","The customer's intent is unclear, and the draft accurately reflects the precedent set by the most similar past message (similarity 0.69) regarding a simple 'please help' request, which was answered by asking for clarification. There are no issues involving money or account security.",@821665 Hey there. Apologies for the delayed response. You can try the direct  1; @821665 phone number here: https://t.co/HXNH3mDMnd if only looking for support o,4.0,5.0,4.0,5.0,5.0,"The reply correctly identifies the vague intent and asks for clarification, mirroring the grounding example's approach to ambiguous requests without inventing policies."
517411,"@XboxSupport Still running into a lot of issues. Fails to send signal to tv after turning on. Very sluggish OS. Fails to sign in. Corrupted game files. Stops downloads and streaming services randomly.
Any ideas?",typical,hardware_issue,True,hardware_issue,False,@handle Hello! We're sorry to hear you're experiencing multiple issues with your console. Could you please DM us so our specialists can gather more details and help troubleshoot? ^XR,"The drafted reply accurately reflects the brand's support pattern for hardware and persistent OS issues, which involves directing the user to DM for detailed troubleshooting. The grounding examples show a consistent pattern of asking for more info via DM or social channels rather than providing deep technical fixes in the public reply, and the draft follows this protocol without contradicting the provided history.","@156173 Hi there! Just to check, are you plugged into a power strip, surge prote; @316844 Hello! Would you mind following us and sending a DM when you are so we c",4.0,5.0,4.0,5.0,4.0,"The response is strong, though slightly generic in not explicitly acknowledging the specific 'corrupted files' detail before pivoting to the standard DM escalation protocol."
2351305,@XboxSupport I would. But the chat is closed down for today.,typical,other_unclear,True,other_unclear,False,We understand the inconvenience of the chat being closed. We would recommend contacting the chat team during their normal business hours to follow up on your issue. ^RM,"The drafted reply is consistent with the most similar past example (similarity 0.69) and accurately addresses the customer's statement that chat is closed by recommending they contact the team during business hours. The intent, while categorized as 'other_unclear', contains enough specific information (chat is closed) in the context of support to provide a standard directional response, which is done safely in the draft.","@633891 Okay, what region are you located in? We would then recommend contacting; @215832 afraid. The live chat team will be the team that can offer any available",2.0,2.0,4.0,3.0,2.0,The reply violates grounding by recommending 'normal business hours' (invented policy) when the grounding explicitly advises asking for the customer's region to provide a specific contact point.
2473733,@XboxSupport can I use my Microsoft account $$ to buy from a Microsoft Store ? Not online store though..,ambiguous,how_to_question,False,how_to_question,False,"@XboxSupport Hello, thanks for reaching out. You may use your Microsoft Account balance on most Xbox One and Xbox 360 games and apps purchased directly from the Microsoft Store, but you will need to use a debit or credit card for subscription purchases like EA Access. ^CO","The draft accurately addresses the customer's 'how_to_question' by distinguishing between standard Store purchases (where balance applies) and subscriptions (where it does not), consistent with the provided similar example regarding EA Access. The similarity scores are sufficient to support the logic that standard payments and subscription payments have different currency rules. While it involves funds, the question is about permissible usage policies rather than a security breach or dispute requiring manual investigation.","@487690 Are you able to see the order when you sign in here: https://t.co/ynh71O; @631434 Hello, thanks for reaching out to us. You will have to buy a subscriptio",3.0,2.0,4.0,5.0,2.0,"The reply fails to address the user's specific clarification that they are asking about the physical brick-and-mortar Microsoft Store, answering only for the digital store instead."
2796361,"@XboxSupport im trying to redeem a code but when i get done and press enter, nothing happens. What can i do to fix it?",ambiguous,code_activation,True,code_activation,False,Hi there! Thank you for reaching out. Could you DM us your Gamertag and a picture of the full code so we can look into this further? ^JS,"The drafted reply is consistent with the most relevant past example (similarity 0.44) which also requested the Gamertag and a picture of the code via DM. The issue is a standard code activation problem without indications of security threats or financial disputes, and the information requested is appropriate for troubleshooting.",@445925 Could you DM https://t.co/nPX1yNXCi5 us your Gamertag and a picture of t; @435300 Hi there! Are you able to redeem the code on this link https://t.co/yQI8,5.0,5.0,5.0,5.0,5.0,"The draft perfectly mirrors the grounding examples by requesting specific troubleshooting info (Gamertag and code picture) via DM, which is the standard procedure for this type of inquiry."
1289323,@115786 I need some help some of my DLC for black ops 2  is gone I tried to redownload it but it won’t work can u help Xbox,typical,account_data_issue,True,account_data_issue,True,@1157866 Hi there! We'd be happy to help with your Black Ops 2 DLC issue. Could you follow us back &amp; DM your Gamertag when you get a chance? ^TJ,"The issue involves missing purchased content (DLC), which falls under account data and potential security concerns regarding access or entitlements. Additionally, the classification explicitly flags 'account_data_issue', and the instructions mandate escalation for issues involving account security or when confident accuracy regarding the specific resolution path (distinguishing between a simple redownload glitch vs. a corrupted entitlement) is low based on the generic nature of the grounded examples.","@317167 We're getting ready to close up in a few, but please send us as much inf; @290556 Hi there! We'd be happy to help with this. Could you follow us back &amp",4.0,5.0,5.0,4.0,4.0,"The reply accurately follows the grounding examples for collecting necessary info (Gamertag), though the escalation reason cites non-existent instructions ('account security mandate') not found in the provided grounding, it still aligns with the prudent handling of entitlement issues."
2035487,@XboxSupport Wow I really missed it then! Odd that new releases are still coming with QR codes.,edge,other_unclear,False,other_unclear,False,"@[Customer] Totally hear you on the confusion! Since QR codes are still being used for some new releases, it seems like an inconsistent rollout. The best way to get this noticed by the right teams is to post your feedback via the link in our previous DM. This ensures it reaches the proper team! ^TJ","The drafted reply accurately addresses the customer's commentary regarding QR codes, which is a feedback issue rather than a technical failure or security/money concern. The tone matches the brand's standard response to similar 'disappointment/confusion' messages by acknowledging the user's point and directing them to the proper feedback channel, consistent with the provided grounding examples.",@398179 Totally understand the frustration with this! Be sure to post your feedb; @398179 Be the best way to notify the proper teams regarding this. 2/2  ^TJ,5.0,5.0,5.0,5.0,5.0,The reply perfectly mirrors the grounding example's sentiment and actionable advice without inventing new policies or tones.
2521470,@XboxSupport ive tried everything i can think of. How can i fix my UPnP connection on my Xbox one?,ambiguous,network_connectivity,True,network_connectivity,False,@Customer Heyo! We'd like to Direct Message so we can collect some more information. Can you follow us and DM your Gamertag along with the error code you're seeing? 1 ^BZ,"The drafted reply aligns well with the historical examples and general troubleshooting protocols. The similar past replies indicate that the standard procedure for network issues (like the customer's UPnP problem) involves requesting a Direct Message to gather more details or providing specific instructions. The draft correctly follows the established pattern of asking for follow actions and DM info, utilizing the correct brand voice (Heyo!) and potential code tag (^BZ) seen in high-similarity examples. No escalation triggers (money, security, contradictory grounding) are present.",@315882 DM us your Gamertag and clarify what the issue is that you're having so ; @315882 Heyo! We'd like to Direct Message so we can collect some more informatio,4.0,5.0,5.0,5.0,4.0,"The request for an 'error code' for a potential missing connectivity issue (rather than a specific error message) is a slight hallucination beyond the grounding, which only asked for the issue to be clarified."
1389356,"https://t.co/GZy9OD8F82 via @xboxsupport this has been a frustrating two weeks as a fan and a racer crashes lost files, brutal and draining!",edge,game_crash_bug,True,hardware_issue,True,@user Hi there! Are there any Xbox-related support questions that we can assist with today?  ^JA,"The drafted reply is a generic greeting/clarification that ignores the specific content of the customer's complaint (game crashes, lost files). The customer explicitly expressed frustration and described a specific technical issue (crashes resulting in data loss), which requires a log collection or troubleshooting response rather than a request for more details. Additionally, 'lost files' implies potential data loss which often has a strict time-sensitivity for recovery, making a generic greeting an inappropriate and potentially harmful first response.",@340797 Hi there! Are there any Xbox-related support questions that we can assis; @345544 Hi there! Are there any Xbox-related support questions that we can assis,4.0,1.0,3.0,5.0,2.0,"The draft reply is a generic template that completely ignores the specific technical complaint about crashes and data loss, making it irrelevant despite the correct decision to escalate."
1539671,"@ATVIAssist @XboxSupport ""Error Code: 103294 -,B,C,D,E,F,G,-,I,J,-,-,M,-,-,P,Q, ... This one's easy, It's obviously H,K,L,N,O, =~{",edge,other_unclear,False,hardware_issue,True,"Heya! Sorry you're running into that issue. Could you please share a screenshot of the specific error message and let us know which game you are trying to play? 
 ^RM","The customer's message contains obfuscated, meaningless, or partially masked data ('H,K,L,N,O, =~{') which does not clearly map to a standard Xbox support error code. The proposed draft asks for clarification (screenshot/game name), but given the unclear and potentially nonsensical nature of the input, there is a high risk that this is a security test, spam, or a data exfiltration vector rather than a standard support request. Human review is required to verify the intent and ensure no sensitive data is exposed or mishandled.","@474288 Heya! Let's power down the console and unplug it for about 5 mins then r; @477515 Heya! Activision is currently working on the issue, be sure to check: ht",1.0,1.0,1.0,2.0,1.0,"The draft reply is completely hallucinated and irrelevant because it ignores the grounding examples which identify the issue as a known problem being worked on by Activision, and instead asks for information that is already implied or missing in a way that doesn't match the provided context."
1214771,@XboxSupport It allowed me to purchase via that link and has taken my funds from account but the game is not in my library for download.,ambiguous,account_data_issue,True,account_data_issue,True,Hi there. Can you DM us your Gamertag and a photo of that purchase from here https://t.co/ynh71OJwNH ^JL,"The issue involves a failed transaction where funds were deducted but the game was not delivered, constituting a financial dispute and potential account security risk. Additionally, the similarity scores for the grounded examples are low (< 0.30), indicating the draft is not strongly supported by high-confidence past cases.",@461138 Hi there. Can you DM us your Gamertag and a photo of that purchase from ; @735027 Very sorry to hear about that experience. Can you describe exactly what ,5.0,5.0,4.0,1.0,3.0,"The escalation decision is unjustified because the low similarity score (due to the draft being a near-identical copy of one of the grounding examples) incorrectly signals a lack of support, whereas the grounded example explicitly demonstrates this exact scenario is auto-handled by requesting verification info rather than escalating."
1764870,@XboxSupport I can’t redeem my rewards in cod ww2 from major Howard I’m reaching out to u guys because Activision Support aren’t replying,typical,code_activation,True,other_unclear,False,@Customer Hi there! Please DM us your Gamertag so we can gather a bit of info. ^XS,"The draft correctly follows the established pattern of requesting the Gamertag via DM for third-party game issues (like Call of Duty), similar to the grounding examples. It does not involve direct account security vulnerabilities or financial disputes that require immediate human intervention.",@779445 Hi there! Do you mind DM'ing us your Gamertag so we can gather a bit of ; @666630 are having along with your Gamertag? Please include verbatims of any err,5.0,4.0,5.0,5.0,4.0,"The reply omits the request for error verbatims included in the second grounding example, which is crucial for diagnosing specific redemption errors."
1171154,@XboxSupport Can you guys do something about Ark Survival Evolved. How is this game even allowed to be released it is so horribly broken.,typical,game_crash_bug,False,game_crash_bug,False,"@[CustomerHandle] Hi there! We're sorry to hear you're having issues with Ark: Survival Evolved. Since this is a third-party title, we recommend checking the official game channels for updates from the developers. However, if you're experiencing technical crashes on your console, please reach out to Xbox Support directly via our app or website to troubleshoot the device. Let us know if our system can assist you further! ^TJ","The drafted reply is appropriate for the context. The customer is complaining about a broken third-party game, and the support account correctly identifies that they cannot fix third-party game bugs, while offering to help with potential console-side issues. The presence of similar past replies (like the one directing the user to tweet or asking for specifics) supports the decision to send a standard triage response rather than escalating. There are no money or security issues involved.","@621036 Hello, thanks for reaching out to us. Do you hear the echo when there is; @129936 Hi there! We'd be happy to help with this. Send us a tweet over at @Xbox",2.0,3.0,4.0,4.0,3.0,"The reply misrepresents the Xbox Support role by referring to itself as 'our system' and suggesting a self-service troubleshooting path that is not grounded in the provided examples, which demonstrate direct human interaction and information gathering."
1401738,@XboxSupport I can't sign into my Xbox. The code is 0x87DD0017,typical,account_data_issue,True,account_data_issue,True,@customer Heya! We can look into that for you. Please DM us your Gamertag so we can review your account. ^JL,"The customer provided a specific error code (0x87DD0017) which typically relates to login connectivity or encryption issues. The drafted reply asks only for the Gamertag to 'review the account', which follows a past example of lower similarity (0.55) but ignores the past examples (0.54, 0.52) that explicitly requested the specific error message or details of what was happening. Furthermore, since the intent is classified as 'account_data_issue' and involves potential account access/security barriers, and the draft does not address the specific technical code provided by the customer, it risks being inaccurate or unhelpful, necessitating escalation.","@606668 Heya! We can look into that with you. Can you DM us your Gamertag so we ; @597950 Hey, can you show us the message that you are seeing that is preventing ",4.0,3.0,5.0,5.0,4.0,"The escalation was well-justified because the draft ignored the specific error code and related grounding examples requesting error details, despite the tone being appropriate."
